Start..s.,End..s.,Scientific.name,Common.name,Confidence,Date_Time,Site
9,12,Troglodytes troglodytes,Eurasian Wren,0.9583,20230508_075400,B233
18,21,Troglodytes troglodytes,Eurasian Wren,0.9618,20230508_075400,B233
21,24,Troglodytes troglodytes,Eurasian Wren,0.9864,20230508_075400,B233
30,33,Troglodytes troglodytes,Eurasian Wren,0.9562,20230508_075400,B233
33,36,Troglodytes troglodytes,Eurasian Wren,0.8552,20230508_075400,B233
42,45,Troglodytes troglodytes,Eurasian Wren,0.9449,20230508_075400,B233
45,48,Troglodytes troglodytes,Eurasian Wren,0.9509,20230508_075400,B233
57,60,Troglodytes troglodytes,Eurasian Wren,0.9885,20230508_075400,B233
12,15,Troglodytes troglodytes,Eurasian Wren,0.9757,20230508_080000,B233
15,18,Erithacus rubecula,European Robin,0.8023,20230508_080000,B233
39,42,Troglodytes troglodytes,Eurasian Wren,0.9083,20230508_080000,B233
54,57,Erithacus rubecula,European Robin,0.9601,20230508_080000,B233
0,3,Troglodytes troglodytes,Eurasian Wren,0.9666,20230508_081200,B233
3,6,Troglodytes troglodytes,Eurasian Wren,0.9961,20230508_081200,B233
9,12,Troglodytes troglodytes,Eurasian Wren,0.8331,20230508_081200,B233
12,15,Troglodytes troglodytes,Eurasian Wren,0.994,20230508_081200,B233
15,18,Troglodytes troglodytes,Eurasian Wren,0.9624,20230508_081200,B233
27,30,Troglodytes troglodytes,Eurasian Wren,0.9697,20230508_081200,B233
30,33,Troglodytes troglodytes,Eurasian Wren,0.9302,20230508_081200,B233
42,45,Troglodytes troglodytes,Eurasian Wren,0.8556,20230508_081200,B233
45,48,Troglodytes troglodytes,Eurasian Wren,0.9431,20230508_081200,B233
57,60,Troglodytes troglodytes,Eurasian Wren,0.9732,20230508_081200,B233
21,24,Troglodytes troglodytes,Eurasian Wren,0.9468,20230508_081800,B233
24,27,Troglodytes troglodytes,Eurasian Wren,0.8568,20230508_081800,B233
54,57,Troglodytes troglodytes,Eurasian Wren,0.8319,20230508_081800,B233
57,60,Troglodytes troglodytes,Eurasian Wren,0.8485,20230508_081800,B233
18,21,Erithacus rubecula,European Robin,0.8009,20230508_083000,B233
21,24,Troglodytes troglodytes,Eurasian Wren,0.9447,20230508_083000,B233
36,39,Troglodytes troglodytes,Eurasian Wren,0.8846,20230508_083000,B233
36,39,Erithacus rubecula,European Robin,0.8244,20230508_083600,B233
54,57,Erithacus rubecula,European Robin,0.9414,20230508_084800,B233
21,24,Erithacus rubecula,European Robin,0.9495,20230508_085400,B233
45,48,Pica pica,Eurasian Magpie,0.8383,20230508_085400,B233
48,51,Erithacus rubecula,European Robin,0.9296,20230508_090000,B233
18,21,Troglodytes troglodytes,Eurasian Wren,0.8458,20230508_092400,B233
36,39,Troglodytes troglodytes,Eurasian Wren,0.969,20230508_092400,B233
48,51,Troglodytes troglodytes,Eurasian Wren,0.9411,20230508_092400,B233
51,54,Erithacus rubecula,European Robin,0.8639,20230508_093000,B233
57,60,Erithacus rubecula,European Robin,0.9541,20230508_093600,B233
6,9,Troglodytes troglodytes,Eurasian Wren,0.8667,20230508_095400,B233
24,27,Troglodytes troglodytes,Eurasian Wren,0.9616,20230508_095400,B233
30,33,Cyanistes caeruleus,Eurasian Blue Tit,0.8458,20230508_095400,B233
45,48,Cyanistes caeruleus,Eurasian Blue Tit,0.8644,20230508_095400,B233
51,54,Cyanistes caeruleus,Eurasian Blue Tit,0.9785,20230508_095400,B233
57,60,Cyanistes caeruleus,Eurasian Blue Tit,0.9801,20230508_095400,B233
39,42,Troglodytes troglodytes,Eurasian Wren,0.8723,20230508_100600,B233
3,6,Erithacus rubecula,European Robin,0.8943,20230508_101200,B233
45,48,Troglodytes troglodytes,Eurasian Wren,0.8816,20230508_101200,B233
0,3,Troglodytes troglodytes,Eurasian Wren,0.9971,20230508_102400,B233
3,6,Troglodytes troglodytes,Eurasian Wren,0.9926,20230508_102400,B233
9,12,Troglodytes troglodytes,Eurasian Wren,0.9907,20230508_102400,B233
12,15,Troglodytes troglodytes,Eurasian Wren,0.8583,20230508_102400,B233
27,30,Troglodytes troglodytes,Eurasian Wren,0.9726,20230508_102400,B233
30,33,Troglodytes troglodytes,Eurasian Wren,0.941,20230508_102400,B233
42,45,Troglodytes troglodytes,Eurasian Wren,0.9584,20230508_102400,B233
27,30,Erithacus rubecula,European Robin,0.8122,20230508_104800,B233
6,9,Erithacus rubecula,European Robin,0.9928,20230508_105400,B233
21,24,Erithacus rubecula,European Robin,0.9026,20230508_105400,B233
39,42,Troglodytes troglodytes,Eurasian Wren,0.8469,20230508_110600,B233
30,33,Erithacus rubecula,European Robin,0.9613,20230508_111200,B233
42,45,Erithacus rubecula,European Robin,0.8348,20230508_111200,B233
48,51,Troglodytes troglodytes,Eurasian Wren,0.9409,20230508_111800,B233
51,54,Turdus merula,Eurasian Blackbird,0.8064,20230508_112400,B233
6,9,Erithacus rubecula,European Robin,0.9705,20230508_113600,B233
45,48,Erithacus rubecula,European Robin,0.9047,20230508_113600,B233
30,33,Erithacus rubecula,European Robin,0.867,20230508_114200,B233
0,3,Parus major,Great Tit,0.8724,20230508_114800,B233
54,57,Erithacus rubecula,European Robin,0.8946,20230508_120600,B233
6,9,Psittacula krameri,Rose-ringed Parakeet,0.9346,20230508_121800,B233
9,12,Psittacula krameri,Rose-ringed Parakeet,0.8587,20230508_121800,B233
57,60,Erithacus rubecula,European Robin,0.945,20230508_122400,B233
3,6,Sylvia atricapilla,Eurasian Blackcap,0.8086,20230508_124200,B233
12,15,Erithacus rubecula,European Robin,0.9524,20230508_124200,B233
15,18,Sylvia atricapilla,Eurasian Blackcap,0.884,20230508_124200,B233
27,30,Erithacus rubecula,European Robin,0.9233,20230508_124200,B233
48,51,Troglodytes troglodytes,Eurasian Wren,0.8606,20230508_124200,B233
36,39,Troglodytes troglodytes,Eurasian Wren,0.8171,20230508_130000,B233
0,3,Parus major,Great Tit,0.8688,20230508_131200,B233
6,9,Parus major,Great Tit,0.9418,20230508_131200,B233
15,18,Parus major,Great Tit,0.8162,20230508_131200,B233
18,21,Parus major,Great Tit,0.9104,20230508_131200,B233
27,30,Parus major,Great Tit,0.9135,20230508_131200,B233
33,36,Parus major,Great Tit,0.9654,20230508_131200,B233
36,39,Parus major,Great Tit,0.8746,20230508_131200,B233
6,9,Troglodytes troglodytes,Eurasian Wren,0.8089,20230508_134800,B233
9,12,Troglodytes troglodytes,Eurasian Wren,0.8284,20230508_134800,B233
27,30,Troglodytes troglodytes,Eurasian Wren,0.9357,20230508_134800,B233
12,15,Erithacus rubecula,European Robin,0.8915,20230508_143600,B233
36,39,Turdus merula,Eurasian Blackbird,0.922,20230508_151200,B233
54,57,Turdus merula,Eurasian Blackbird,0.9281,20230508_151200,B233
15,18,Erithacus rubecula,European Robin,0.8294,20230508_151800,B233
3,6,Erithacus rubecula,European Robin,0.9738,20230508_155400,B233
21,24,Sylvia atricapilla,Eurasian Blackcap,0.9318,20230508_155400,B233
33,36,Erithacus rubecula,European Robin,0.8653,20230508_164200,B233
24,27,Erithacus rubecula,European Robin,0.8854,20230508_165400,B233
12,15,Erithacus rubecula,European Robin,0.8559,20230508_170600,B233
33,36,Erithacus rubecula,European Robin,0.8363,20230508_171800,B233
3,6,Erithacus rubecula,European Robin,0.9258,20230508_172400,B233
12,15,Erithacus rubecula,European Robin,0.9906,20230508_172400,B233
21,24,Erithacus rubecula,European Robin,0.9375,20230508_172400,B233
33,36,Erithacus rubecula,European Robin,0.9594,20230508_172400,B233
36,39,Erithacus rubecula,European Robin,0.9805,20230508_172400,B233
48,51,Erithacus rubecula,European Robin,0.8762,20230508_172400,B233
54,57,Erithacus rubecula,European Robin,0.9116,20230508_173000,B233
3,6,Erithacus rubecula,European Robin,0.9901,20230508_173600,B233
18,21,Erithacus rubecula,European Robin,0.825,20230508_173600,B233
51,54,Erithacus rubecula,European Robin,0.8782,20230508_173600,B233
18,21,Erithacus rubecula,European Robin,0.8247,20230508_175400,B233
42,45,Erithacus rubecula,European Robin,0.8083,20230508_175400,B233
27,30,Erithacus rubecula,European Robin,0.8536,20230508_181200,B233
3,6,Erithacus rubecula,European Robin,0.803,20230508_182400,B233
6,9,Troglodytes troglodytes,Eurasian Wren,0.8966,20230508_182400,B233
9,12,Troglodytes troglodytes,Eurasian Wren,0.9808,20230508_182400,B233
15,18,Erithacus rubecula,European Robin,0.8479,20230508_182400,B233
27,30,Troglodytes troglodytes,Eurasian Wren,0.9617,20230508_182400,B233
48,51,Erithacus rubecula,European Robin,0.8485,20230508_182400,B233
6,9,Erithacus rubecula,European Robin,0.8176,20230508_183600,B233
21,24,Psittacula krameri,Rose-ringed Parakeet,0.8716,20230508_183600,B233
36,39,Erithacus rubecula,European Robin,0.8142,20230508_183600,B233
51,54,Erithacus rubecula,European Robin,0.87,20230508_183600,B233
48,51,Erithacus rubecula,European Robin,0.8574,20230508_190600,B233
57,60,Erithacus rubecula,European Robin,0.9086,20230508_190600,B233
36,39,Erithacus rubecula,European Robin,0.8374,20230508_191200,B233
0,3,Erithacus rubecula,European Robin,0.9417,20230508_191800,B233
12,15,Erithacus rubecula,European Robin,0.9666,20230508_191800,B233
27,30,Erithacus rubecula,European Robin,0.9684,20230508_191800,B233
30,33,Erithacus rubecula,European Robin,0.9298,20230508_191800,B233
39,42,Erithacus rubecula,European Robin,0.9837,20230508_191800,B233
42,45,Erithacus rubecula,European Robin,0.8983,20230508_191800,B233
54,57,Erithacus rubecula,European Robin,0.832,20230508_191800,B233
3,6,Erithacus rubecula,European Robin,0.9616,20230508_192400,B233
30,33,Erithacus rubecula,European Robin,0.92,20230508_192400,B233
51,54,Erithacus rubecula,European Robin,0.9073,20230508_192400,B233
0,3,Erithacus rubecula,European Robin,0.98,20230508_193000,B233
12,15,Erithacus rubecula,European Robin,0.9651,20230508_193000,B233
18,21,Erithacus rubecula,European Robin,0.911,20230508_193000,B233
27,30,Erithacus rubecula,European Robin,0.9753,20230508_193000,B233
33,36,Erithacus rubecula,European Robin,0.9536,20230508_193000,B233
39,42,Erithacus rubecula,European Robin,0.9801,20230508_193000,B233
48,51,Erithacus rubecula,European Robin,0.9814,20230508_193000,B233
54,57,Erithacus rubecula,European Robin,0.8739,20230508_193000,B233
57,60,Erithacus rubecula,European Robin,0.9572,20230508_193000,B233
0,3,Erithacus rubecula,European Robin,0.8693,20230508_194200,B233
33,36,Erithacus rubecula,European Robin,0.8325,20230508_194200,B233
57,60,Erithacus rubecula,European Robin,0.892,20230508_200600,B233
3,6,Erithacus rubecula,European Robin,0.8784,20230508_203000,B233
27,30,Erithacus rubecula,European Robin,0.8091,20230508_203600,B233
15,18,Erithacus rubecula,European Robin,0.9436,20230509_044200,B233
27,30,Erithacus rubecula,European Robin,0.8236,20230509_044200,B233
0,3,Troglodytes troglodytes,Eurasian Wren,0.8916,20230509_044800,B233
15,18,Troglodytes troglodytes,Eurasian Wren,0.8806,20230509_045400,B233
18,21,Troglodytes troglodytes,Eurasian Wren,0.916,20230509_050000,B233
30,33,Troglodytes troglodytes,Eurasian Wren,0.9289,20230509_050000,B233
39,42,Troglodytes troglodytes,Eurasian Wren,0.8166,20230509_050000,B233
9,12,Troglodytes troglodytes,Eurasian Wren,0.9385,20230509_050600,B233
39,42,Troglodytes troglodytes,Eurasian Wren,0.8838,20230509_050600,B233
3,6,Troglodytes troglodytes,Eurasian Wren,0.835,20230509_051800,B233
6,9,Troglodytes troglodytes,Eurasian Wren,0.9788,20230509_051800,B233
15,18,Troglodytes troglodytes,Eurasian Wren,0.9893,20230509_051800,B233
18,21,Troglodytes troglodytes,Eurasian Wren,0.9851,20230509_051800,B233
33,36,Troglodytes troglodytes,Eurasian Wren,0.9613,20230509_051800,B233
42,45,Troglodytes troglodytes,Eurasian Wren,0.9733,20230509_051800,B233
45,48,Troglodytes troglodytes,Eurasian Wren,0.9819,20230509_051800,B233
57,60,Troglodytes troglodytes,Eurasian Wren,0.9009,20230509_051800,B233
3,6,Troglodytes troglodytes,Eurasian Wren,0.9447,20230509_055400,B233
6,9,Troglodytes troglodytes,Eurasian Wren,0.8016,20230509_055400,B233
15,18,Troglodytes troglodytes,Eurasian Wren,0.9515,20230509_055400,B233
27,30,Troglodytes troglodytes,Eurasian Wren,0.9834,20230509_055400,B233
51,54,Troglodytes troglodytes,Eurasian Wren,0.9471,20230509_055400,B233
54,57,Troglodytes troglodytes,Eurasian Wren,0.8079,20230509_055400,B233
57,60,Troglodytes troglodytes,Eurasian Wren,0.8753,20230509_061200,B233
21,24,Erithacus rubecula,European Robin,0.8691,20230509_062400,B233
48,51,Troglodytes troglodytes,Eurasian Wren,0.8549,20230509_064200,B233
51,54,Troglodytes troglodytes,Eurasian Wren,0.9499,20230509_064200,B233
9,12,Troglodytes troglodytes,Eurasian Wren,0.8634,20230509_064800,B233
18,21,Troglodytes troglodytes,Eurasian Wren,0.9043,20230509_064800,B233
21,24,Troglodytes troglodytes,Eurasian Wren,0.9531,20230509_064800,B233
36,39,Troglodytes troglodytes,Eurasian Wren,0.9286,20230509_064800,B233
42,45,Erithacus rubecula,European Robin,0.8145,20230509_064800,B233
21,24,Troglodytes troglodytes,Eurasian Wren,0.8978,20230509_065400,B233
9,12,Sylvia atricapilla,Eurasian Blackcap,0.906,20230509_070000,B233
33,36,Troglodytes troglodytes,Eurasian Wren,0.9117,20230509_070600,B233
18,21,Erithacus rubecula,European Robin,0.9301,20230509_071200,B233
6,9,Troglodytes troglodytes,Eurasian Wren,0.9871,20230509_071800,B233
30,33,Troglodytes troglodytes,Eurasian Wren,0.9842,20230509_071800,B233
42,45,Troglodytes troglodytes,Eurasian Wren,0.9848,20230509_071800,B233
24,27,Troglodytes troglodytes,Eurasian Wren,0.9259,20230509_072400,B233
39,42,Troglodytes troglodytes,Eurasian Wren,0.8466,20230509_072400,B233
42,45,Troglodytes troglodytes,Eurasian Wren,0.9255,20230509_072400,B233
48,51,Troglodytes troglodytes,Eurasian Wren,0.896,20230509_072400,B233
51,54,Troglodytes troglodytes,Eurasian Wren,0.9244,20230509_072400,B233
9,12,Erithacus rubecula,European Robin,0.9552,20230509_074800,B233
33,36,Erithacus rubecula,European Robin,0.8496,20230509_074800,B233
48,51,Erithacus rubecula,European Robin,0.9688,20230509_074800,B233
42,45,Troglodytes troglodytes,Eurasian Wren,0.8211,20230509_075400,B233
51,54,Erithacus rubecula,European Robin,0.865,20230509_075400,B233
9,12,Troglodytes troglodytes,Eurasian Wren,0.9874,20230509_080000,B233
3,6,Troglodytes troglodytes,Eurasian Wren,0.8745,20230509_080600,B233
6,9,Troglodytes troglodytes,Eurasian Wren,0.9593,20230509_080600,B233
12,15,Erithacus rubecula,European Robin,0.8781,20230509_081200,B233
12,15,Regulus regulus,Goldcrest,0.8136,20230509_081800,B233
9,12,Troglodytes troglodytes,Eurasian Wren,0.8887,20230509_082400,B233
57,60,Erithacus rubecula,European Robin,0.8329,20230509_082400,B233
24,27,Erithacus rubecula,European Robin,0.8419,20230509_083600,B233
54,57,Troglodytes troglodytes,Eurasian Wren,0.8702,20230509_083600,B233
3,6,Troglodytes troglodytes,Eurasian Wren,0.9085,20230509_084200,B233
6,9,Troglodytes troglodytes,Eurasian Wren,0.9738,20230509_084200,B233
24,27,Erithacus rubecula,European Robin,0.8599,20230509_084200,B233
33,36,Erithacus rubecula,European Robin,0.9619,20230509_084200,B233
42,45,Erithacus rubecula,European Robin,0.9317,20230509_084200,B233
9,12,Erithacus rubecula,European Robin,0.9868,20230509_085400,B233
18,21,Erithacus rubecula,European Robin,0.975,20230509_085400,B233
48,51,Troglodytes troglodytes,Eurasian Wren,0.8721,20230509_085400,B233
57,60,Troglodytes troglodytes,Eurasian Wren,0.9706,20230509_085400,B233
27,30,Erithacus rubecula,European Robin,0.9295,20230509_090000,B233
48,51,Erithacus rubecula,European Robin,0.9461,20230509_090000,B233
24,27,Erithacus rubecula,European Robin,0.8387,20230509_092400,B233
9,12,Troglodytes troglodytes,Eurasian Wren,0.9017,20230509_093600,B233
12,15,Troglodytes troglodytes,Eurasian Wren,0.9508,20230509_093600,B233
21,24,Troglodytes troglodytes,Eurasian Wren,0.897,20230509_094800,B233
27,30,Erithacus rubecula,European Robin,0.9909,20230509_094800,B233
33,36,Erithacus rubecula,European Robin,0.9241,20230509_094800,B233
6,9,Troglodytes troglodytes,Eurasian Wren,0.9249,20230509_095400,B233
0,3,Troglodytes troglodytes,Eurasian Wren,0.8019,20230509_100000,B233
15,18,Troglodytes troglodytes,Eurasian Wren,0.9591,20230509_100000,B233
27,30,Troglodytes troglodytes,Eurasian Wren,0.949,20230509_100000,B233
30,33,Troglodytes troglodytes,Eurasian Wren,0.9877,20230509_100000,B233
39,42,Troglodytes troglodytes,Eurasian Wren,0.9582,20230509_100000,B233
3,6,Erithacus rubecula,European Robin,0.9561,20230509_101200,B233
54,57,Erithacus rubecula,European Robin,0.9899,20230509_101800,B233
57,60,Erithacus rubecula,European Robin,0.8823,20230509_101800,B233
6,9,Erithacus rubecula,European Robin,0.8504,20230509_102400,B233
24,27,Troglodytes troglodytes,Eurasian Wren,0.8131,20230509_102400,B233
39,42,Troglodytes troglodytes,Eurasian Wren,0.8536,20230509_102400,B233
15,18,Erithacus rubecula,European Robin,0.8357,20230509_103600,B233
24,27,Erithacus rubecula,European Robin,0.9134,20230509_103600,B233
36,39,Erithacus rubecula,European Robin,0.9515,20230509_103600,B233
51,54,Erithacus rubecula,European Robin,0.905,20230509_103600,B233
9,12,Troglodytes troglodytes,Eurasian Wren,0.9585,20230509_104200,B233
9,12,Sylvia atricapilla,Eurasian Blackcap,0.9192,20230509_111200,B233
18,21,Sylvia atricapilla,Eurasian Blackcap,0.8671,20230509_111200,B233
9,12,Erithacus rubecula,European Robin,0.9306,20230509_111800,B233
24,27,Erithacus rubecula,European Robin,0.916,20230509_111800,B233
3,6,Troglodytes troglodytes,Eurasian Wren,0.9455,20230509_112400,B233
6,9,Troglodytes troglodytes,Eurasian Wren,0.9557,20230509_112400,B233
30,33,Erithacus rubecula,European Robin,0.9859,20230509_112400,B233
24,27,Erithacus rubecula,European Robin,0.9751,20230509_113000,B233
36,39,Erithacus rubecula,European Robin,0.9313,20230509_113000,B233
48,51,Erithacus rubecula,European Robin,0.9162,20230509_113000,B233
6,9,Erithacus rubecula,European Robin,0.9159,20230509_114200,B233
27,30,Erithacus rubecula,European Robin,0.9654,20230509_114200,B233
24,27,Troglodytes troglodytes,Eurasian Wren,0.9513,20230509_115400,B233
15,18,Troglodytes troglodytes,Eurasian Wren,0.951,20230509_120600,B233
24,27,Troglodytes troglodytes,Eurasian Wren,0.9571,20230509_120600,B233
27,30,Troglodytes troglodytes,Eurasian Wren,0.9415,20230509_120600,B233
36,39,Troglodytes troglodytes,Eurasian Wren,0.9859,20230509_120600,B233
51,54,Troglodytes troglodytes,Eurasian Wren,0.9894,20230509_120600,B233
54,57,Troglodytes troglodytes,Eurasian Wren,0.9584,20230509_120600,B233
12,15,Troglodytes troglodytes,Eurasian Wren,0.9482,20230509_124200,B233
15,18,Troglodytes troglodytes,Eurasian Wren,0.8972,20230509_124200,B233
