"","Start..s.","End..s.","Scientific.name","Common.name","Confidence","Date_Time","Site"
"56993",42,45,"Regulus ignicapilla","Common Firecrest",0.946,"20230526_193600","C"
"56994",45,48,"Regulus ignicapilla","Common Firecrest",0.8777,"20230526_193600","C"
"57044",39,42,"Regulus ignicapilla","Common Firecrest",0.8253,"20230526_201800","C"
"57045",42,45,"Regulus ignicapilla","Common Firecrest",0.9876,"20230526_201800","C"
"57053",3,6,"Regulus ignicapilla","Common Firecrest",0.8999,"20230526_203000","C"
"57082",54,57,"Turdus merula","Eurasian Blackbird",0.8511,"20230526_203600","C"
"57108",39,42,"Regulus ignicapilla","Common Firecrest",0.8078,"20230526_205400","C"
"57125",15,18,"Phoenicurus phoenicurus","Common Redstart",0.822,"20230526_210600","C"
"57128",24,27,"Erithacus rubecula","European Robin",0.9319,"20230526_210600","C"
"57208",21,24,"Erithacus rubecula","European Robin",0.9563,"20230527_050000","C"
"57214",54,57,"Troglodytes troglodytes","Eurasian Wren",0.8654,"20230527_050000","C"
"57244",3,6,"Regulus ignicapilla","Common Firecrest",0.9788,"20230527_052400","C"
"57245",6,9,"Regulus ignicapilla","Common Firecrest",0.98,"20230527_052400","C"
"57254",39,42,"Sylvia atricapilla","Eurasian Blackcap",0.9108,"20230527_052400","C"
"57255",42,45,"Sylvia atricapilla","Eurasian Blackcap",0.8444,"20230527_052400","C"
"57344",24,27,"Troglodytes troglodytes","Eurasian Wren",0.855,"20230527_061200","C"
"57351",54,57,"Troglodytes troglodytes","Eurasian Wren",0.9572,"20230527_061200","C"
"57357",48,51,"Sylvia atricapilla","Eurasian Blackcap",0.9441,"20230527_061800","C"
"57366",39,42,"Troglodytes troglodytes","Eurasian Wren",0.8587,"20230527_062400","C"
"57388",39,42,"Certhia familiaris","Eurasian Treecreeper",0.9087,"20230527_063600","C"
"57405",54,57,"Troglodytes troglodytes","Eurasian Wren",0.9502,"20230527_064200","C"
"57406",57,60,"Troglodytes troglodytes","Eurasian Wren",0.9808,"20230527_064200","C"
"57420",3,6,"Troglodytes troglodytes","Eurasian Wren",0.8561,"20230527_065400","C"
"57427",21,24,"Troglodytes troglodytes","Eurasian Wren",0.8067,"20230527_065400","C"
"57435",9,12,"Troglodytes troglodytes","Eurasian Wren",0.9829,"20230527_070000","C"
"57436",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9657,"20230527_070000","C"
"57437",15,18,"Troglodytes troglodytes","Eurasian Wren",0.8694,"20230527_070000","C"
"57445",3,6,"Troglodytes troglodytes","Eurasian Wren",0.9101,"20230527_070600","C"
"57458",3,6,"Troglodytes troglodytes","Eurasian Wren",0.9974,"20230527_071200","C"
"57459",6,9,"Troglodytes troglodytes","Eurasian Wren",0.9956,"20230527_071200","C"
"57460",9,12,"Troglodytes troglodytes","Eurasian Wren",0.9679,"20230527_071200","C"
"57462",18,21,"Troglodytes troglodytes","Eurasian Wren",0.9969,"20230527_071200","C"
"57463",21,24,"Troglodytes troglodytes","Eurasian Wren",0.9822,"20230527_071200","C"
"57465",30,33,"Troglodytes troglodytes","Eurasian Wren",0.9962,"20230527_071200","C"
"57466",33,36,"Troglodytes troglodytes","Eurasian Wren",0.9934,"20230527_071200","C"
"57467",48,51,"Troglodytes troglodytes","Eurasian Wren",0.998,"20230527_071200","C"
"57468",51,54,"Troglodytes troglodytes","Eurasian Wren",0.9929,"20230527_071200","C"
"57479",57,60,"Troglodytes troglodytes","Eurasian Wren",0.9115,"20230527_071800","C"
"57492",42,45,"Troglodytes troglodytes","Eurasian Wren",0.9944,"20230527_072400","C"
"57493",45,48,"Troglodytes troglodytes","Eurasian Wren",0.8169,"20230527_072400","C"
"57579",0,3,"Troglodytes troglodytes","Eurasian Wren",0.91,"20230527_082400","C"
"57609",48,51,"Prunella modularis","Dunnock",0.844,"20230527_085400","C"
"57621",30,33,"Sylvia atricapilla","Eurasian Blackcap",0.8798,"20230527_091200","C"
"57624",45,48,"Sylvia atricapilla","Eurasian Blackcap",0.9316,"20230527_091200","C"
"57629",54,57,"Troglodytes troglodytes","Eurasian Wren",0.9609,"20230527_091200","C"
"57642",9,12,"Sylvia atricapilla","Eurasian Blackcap",0.8094,"20230527_093600","C"
"57643",12,15,"Sylvia atricapilla","Eurasian Blackcap",0.9828,"20230527_093600","C"
"57647",51,54,"Sylvia atricapilla","Eurasian Blackcap",0.9911,"20230527_093600","C"
"57650",9,12,"Sylvia atricapilla","Eurasian Blackcap",0.8005,"20230527_094200","C"
"57687",15,18,"Troglodytes troglodytes","Eurasian Wren",0.8322,"20230527_101200","C"
"57711",57,60,"Troglodytes troglodytes","Eurasian Wren",0.9667,"20230527_102400","C"
"57729",48,51,"Aegithalos caudatus","Long-tailed Tit",0.8166,"20230527_103000","C"
"57770",6,9,"Aegithalos caudatus","Long-tailed Tit",0.906,"20230527_104800","C"
"57771",9,12,"Aegithalos caudatus","Long-tailed Tit",0.8741,"20230527_104800","C"
"57772",12,15,"Aegithalos caudatus","Long-tailed Tit",0.9668,"20230527_104800","C"
"57775",18,21,"Aegithalos caudatus","Long-tailed Tit",0.9439,"20230527_104800","C"
"57776",21,24,"Aegithalos caudatus","Long-tailed Tit",0.9598,"20230527_104800","C"
"57777",24,27,"Aegithalos caudatus","Long-tailed Tit",0.9852,"20230527_104800","C"
"57778",27,30,"Aegithalos caudatus","Long-tailed Tit",0.975,"20230527_104800","C"
"57779",30,33,"Aegithalos caudatus","Long-tailed Tit",0.8953,"20230527_104800","C"
"57780",33,36,"Aegithalos caudatus","Long-tailed Tit",0.9889,"20230527_104800","C"
"57781",36,39,"Aegithalos caudatus","Long-tailed Tit",0.9722,"20230527_104800","C"
"57782",39,42,"Aegithalos caudatus","Long-tailed Tit",0.9923,"20230527_104800","C"
"57783",42,45,"Aegithalos caudatus","Long-tailed Tit",0.9715,"20230527_104800","C"
"57785",48,51,"Aegithalos caudatus","Long-tailed Tit",0.9737,"20230527_104800","C"
"57786",51,54,"Aegithalos caudatus","Long-tailed Tit",0.9078,"20230527_104800","C"
"57787",54,57,"Aegithalos caudatus","Long-tailed Tit",0.9635,"20230527_104800","C"
"57825",39,42,"Aegithalos caudatus","Long-tailed Tit",0.8829,"20230527_110000","C"
"57851",39,42,"Troglodytes troglodytes","Eurasian Wren",0.9797,"20230527_111800","C"
"57889",54,57,"Turdus viscivorus","Mistle Thrush",0.9078,"20230527_114200","C"
"57910",27,30,"Certhia familiaris","Eurasian Treecreeper",0.8874,"20230527_120600","C"
"57928",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9718,"20230527_122400","C"
"57929",15,18,"Troglodytes troglodytes","Eurasian Wren",0.9662,"20230527_122400","C"
"57933",42,45,"Regulus ignicapilla","Common Firecrest",0.8767,"20230527_122400","C"
"57934",48,51,"Sylvia atricapilla","Eurasian Blackcap",0.9518,"20230527_122400","C"
"57935",57,60,"Regulus ignicapilla","Common Firecrest",0.9373,"20230527_122400","C"
"57941",18,21,"Troglodytes troglodytes","Eurasian Wren",0.9769,"20230527_124800","C"
"57942",21,24,"Troglodytes troglodytes","Eurasian Wren",0.9888,"20230527_124800","C"
"57963",48,51,"Troglodytes troglodytes","Eurasian Wren",0.9063,"20230527_125400","C"
"58016",15,18,"Aegithalos caudatus","Long-tailed Tit",0.9672,"20230527_134800","C"
"58020",24,27,"Aegithalos caudatus","Long-tailed Tit",0.9914,"20230527_134800","C"
"58023",30,33,"Aegithalos caudatus","Long-tailed Tit",0.9788,"20230527_134800","C"
"58027",39,42,"Aegithalos caudatus","Long-tailed Tit",0.9307,"20230527_134800","C"
"58028",42,45,"Aegithalos caudatus","Long-tailed Tit",0.8343,"20230527_134800","C"
"58096",39,42,"Pyrrhula pyrrhula","Eurasian Bullfinch",0.8612,"20230527_141200","C"
"58099",0,3,"Aegithalos caudatus","Long-tailed Tit",0.9584,"20230527_141800","C"
"58105",27,30,"Aegithalos caudatus","Long-tailed Tit",0.913,"20230527_141800","C"
"58143",0,3,"Troglodytes troglodytes","Eurasian Wren",0.8129,"20230527_145400","C"
"58326",24,27,"Turdus merula","Eurasian Blackbird",0.878,"20230527_165400","C"
"58350",27,30,"Troglodytes troglodytes","Eurasian Wren",0.8737,"20230527_170000","C"
"58422",57,60,"Sylvia atricapilla","Eurasian Blackcap",0.8911,"20230527_182400","C"
"58514",6,9,"Troglodytes troglodytes","Eurasian Wren",0.8469,"20230527_201200","C"
"58518",15,18,"Troglodytes troglodytes","Eurasian Wren",0.8192,"20230527_201200","C"
"58523",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9356,"20230527_201200","C"
"58547",0,3,"Regulus ignicapilla","Common Firecrest",0.9256,"20230527_204200","C"
"58591",30,33,"Numenius arquata","Eurasian Curlew",0.8516,"20230527_224800","C"
"58678",15,18,"Garrulus glandarius","Eurasian Jay",0.8681,"20230530_204200","1"
"58685",30,33,"Dendrocopos major","Great Spotted Woodpecker",0.8198,"20230530_204200","1"
"58698",48,51,"Dendrocopos major","Great Spotted Woodpecker",0.8158,"20230530_204200","1"
"58718",9,12,"Erithacus rubecula","European Robin",0.8162,"20230530_210600","1"
"58723",27,30,"Erithacus rubecula","European Robin",0.8372,"20230530_210600","1"
"58724",30,33,"Erithacus rubecula","European Robin",0.8862,"20230530_210600","1"
"58726",39,42,"Erithacus rubecula","European Robin",0.8007,"20230530_210600","1"
"58727",42,45,"Erithacus rubecula","European Robin",0.8677,"20230530_210600","1"
"58729",48,51,"Erithacus rubecula","European Robin",0.8063,"20230530_210600","1"
"58747",9,12,"Strix aluco","Tawny Owl",0.9976,"20230531_005400","1"
"58748",12,15,"Strix aluco","Tawny Owl",0.9828,"20230531_005400","1"
"58749",15,18,"Strix aluco","Tawny Owl",0.9609,"20230531_005400","1"
"58754",33,36,"Strix aluco","Tawny Owl",0.8627,"20230531_005400","1"
"58755",36,39,"Strix aluco","Tawny Owl",0.8998,"20230531_005400","1"
"58920",3,6,"Troglodytes troglodytes","Eurasian Wren",0.98,"20230531_063000","1"
"58921",6,9,"Troglodytes troglodytes","Eurasian Wren",0.8439,"20230531_063000","1"
"58922",9,12,"Troglodytes troglodytes","Eurasian Wren",0.9545,"20230531_063000","1"
"58925",21,24,"Troglodytes troglodytes","Eurasian Wren",0.9903,"20230531_063000","1"
"58926",24,27,"Troglodytes troglodytes","Eurasian Wren",0.9699,"20230531_063000","1"
"58928",30,33,"Troglodytes troglodytes","Eurasian Wren",0.9368,"20230531_063000","1"
"58929",33,36,"Troglodytes troglodytes","Eurasian Wren",0.9938,"20230531_063000","1"
"58930",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9883,"20230531_063000","1"
"58931",42,45,"Picus viridis","Eurasian Green Woodpecker",0.9619,"20230531_063000","1"
"58932",45,48,"Troglodytes troglodytes","Eurasian Wren",0.8653,"20230531_063000","1"
"58933",48,51,"Troglodytes troglodytes","Eurasian Wren",0.9776,"20230531_063000","1"
"58934",51,54,"Troglodytes troglodytes","Eurasian Wren",0.9233,"20230531_063000","1"
"58950",6,9,"Troglodytes troglodytes","Eurasian Wren",0.956,"20230531_064200","1"
"58951",9,12,"Troglodytes troglodytes","Eurasian Wren",0.9388,"20230531_064200","1"
"58952",15,18,"Troglodytes troglodytes","Eurasian Wren",0.9551,"20230531_064200","1"
"58954",18,21,"Troglodytes troglodytes","Eurasian Wren",0.9914,"20230531_064200","1"
"58955",21,24,"Troglodytes troglodytes","Eurasian Wren",0.9355,"20230531_064200","1"
"58956",33,36,"Troglodytes troglodytes","Eurasian Wren",0.9827,"20230531_064200","1"
"58957",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9938,"20230531_064200","1"
"58958",42,45,"Troglodytes troglodytes","Eurasian Wren",0.9896,"20230531_064200","1"
"58959",45,48,"Troglodytes troglodytes","Eurasian Wren",0.992,"20230531_064200","1"
"58960",51,54,"Troglodytes troglodytes","Eurasian Wren",0.9414,"20230531_064200","1"
"58961",54,57,"Troglodytes troglodytes","Eurasian Wren",0.9964,"20230531_064200","1"
"58972",51,54,"Picus viridis","Eurasian Green Woodpecker",0.9277,"20230531_064800","1"
"59024",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9849,"20230531_073600","1"
"59025",15,18,"Troglodytes troglodytes","Eurasian Wren",0.989,"20230531_073600","1"
"59033",3,6,"Troglodytes troglodytes","Eurasian Wren",0.9583,"20230531_074200","1"
"59060",39,42,"Troglodytes troglodytes","Eurasian Wren",0.9321,"20230531_080600","1"
"59061",42,45,"Troglodytes troglodytes","Eurasian Wren",0.8298,"20230531_080600","1"
"59064",33,36,"Troglodytes troglodytes","Eurasian Wren",0.902,"20230531_081200","1"
"59260",6,9,"Alcedo atthis","Common Kingfisher",0.92,"20230531_114200","1"
"59281",36,39,"Erithacus rubecula","European Robin",0.8875,"20230531_121200","1"
"59283",51,54,"Alcedo atthis","Common Kingfisher",0.9252,"20230531_121200","1"
"59310",24,27,"Erithacus rubecula","European Robin",0.8199,"20230531_131800","1"
"59340",21,24,"Turdus merula","Eurasian Blackbird",0.8102,"20230531_140600","1"
"59450",45,48,"Erithacus rubecula","European Robin",0.877,"20230531_173600","1"
"59464",36,39,"Troglodytes troglodytes","Eurasian Wren",0.8919,"20230531_180000","1"
"59546",30,33,"Troglodytes troglodytes","Eurasian Wren",0.904,"20230531_192400","1"
"59547",33,36,"Troglodytes troglodytes","Eurasian Wren",0.8262,"20230531_192400","1"
"59565",12,15,"Erithacus rubecula","European Robin",0.9143,"20230531_205400","1"
"59567",18,21,"Erithacus rubecula","European Robin",0.8138,"20230531_205400","1"
"59571",33,36,"Erithacus rubecula","European Robin",0.869,"20230531_205400","1"
"59573",42,45,"Erithacus rubecula","European Robin",0.8073,"20230531_205400","1"
"59576",51,54,"Erithacus rubecula","European Robin",0.922,"20230531_205400","1"
"59577",54,57,"Erithacus rubecula","European Robin",0.9318,"20230531_205400","1"
"59578",57,60,"Erithacus rubecula","European Robin",0.8398,"20230531_205400","1"
"59579",3,6,"Erithacus rubecula","European Robin",0.804,"20230531_210000","1"
"59580",6,9,"Erithacus rubecula","European Robin",0.9432,"20230531_210000","1"
"59590",27,30,"Strix aluco","Tawny Owl",0.8981,"20230601_042400","1"
"59618",51,54,"Turdus merula","Eurasian Blackbird",0.867,"20230601_050600","1"
"59657",18,21,"Troglodytes troglodytes","Eurasian Wren",0.8356,"20230601_061200","1"
"59658",21,24,"Troglodytes troglodytes","Eurasian Wren",0.8925,"20230601_061200","1"
"59660",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9191,"20230601_061200","1"
"59662",45,48,"Troglodytes troglodytes","Eurasian Wren",0.9509,"20230601_061200","1"
"59666",54,57,"Troglodytes troglodytes","Eurasian Wren",0.9267,"20230601_061200","1"
"59667",57,60,"Troglodytes troglodytes","Eurasian Wren",0.8762,"20230601_061200","1"
"59698",15,18,"Troglodytes troglodytes","Eurasian Wren",0.9238,"20230601_071800","1"
"59699",18,21,"Troglodytes troglodytes","Eurasian Wren",0.8891,"20230601_071800","1"
"59726",27,30,"Troglodytes troglodytes","Eurasian Wren",0.8589,"20230601_075400","1"
"59756",0,3,"Erithacus rubecula","European Robin",0.9429,"20230601_093000","1"
"59790",0,3,"Erithacus rubecula","European Robin",0.882,"20230601_111800","1"
"59828",30,33,"Erithacus rubecula","European Robin",0.8409,"20230601_123600","1"
"59833",45,48,"Erithacus rubecula","European Robin",0.8675,"20230601_123600","1"
"59840",9,12,"Erithacus rubecula","European Robin",0.8763,"20230601_131800","1"
"59846",27,30,"Erithacus rubecula","European Robin",0.8767,"20230601_131800","1"
"59849",36,39,"Erithacus rubecula","European Robin",0.8485,"20230601_131800","1"
"59851",42,45,"Erithacus rubecula","European Robin",0.9024,"20230601_131800","1"
"59852",45,48,"Erithacus rubecula","European Robin",0.8055,"20230601_131800","1"
"59880",57,60,"Troglodytes troglodytes","Eurasian Wren",0.914,"20230601_155400","1"
"59907",33,36,"Troglodytes troglodytes","Eurasian Wren",0.8808,"20230601_182400","1"
"59912",3,6,"Erithacus rubecula","European Robin",0.8156,"20230601_183000","1"
"59915",12,15,"Erithacus rubecula","European Robin",0.8288,"20230601_183000","1"
"59917",18,21,"Erithacus rubecula","European Robin",0.939,"20230601_183000","1"
"59922",36,39,"Erithacus rubecula","European Robin",0.8867,"20230601_183000","1"
"59923",39,42,"Erithacus rubecula","European Robin",0.829,"20230601_183000","1"
"59927",54,57,"Erithacus rubecula","European Robin",0.8315,"20230601_183000","1"
"59935",6,9,"Erithacus rubecula","European Robin",0.8372,"20230601_193000","1"
"59940",0,3,"Erithacus rubecula","European Robin",0.8176,"20230601_193600","1"
"59944",12,15,"Erithacus rubecula","European Robin",0.8381,"20230601_193600","1"
"59945",15,18,"Erithacus rubecula","European Robin",0.8914,"20230601_193600","1"
"59946",18,21,"Erithacus rubecula","European Robin",0.8703,"20230601_193600","1"
"59947",21,24,"Erithacus rubecula","European Robin",0.8921,"20230601_193600","1"
"59948",24,27,"Erithacus rubecula","European Robin",0.9035,"20230601_193600","1"
"59951",33,36,"Erithacus rubecula","European Robin",0.8785,"20230601_193600","1"
"59952",36,39,"Erithacus rubecula","European Robin",0.9113,"20230601_193600","1"
"59953",39,42,"Erithacus rubecula","European Robin",0.9201,"20230601_193600","1"
"59954",42,45,"Erithacus rubecula","European Robin",0.9198,"20230601_193600","1"
"59957",51,54,"Erithacus rubecula","European Robin",0.8358,"20230601_193600","1"
"59958",54,57,"Erithacus rubecula","European Robin",0.8503,"20230601_193600","1"
"59967",24,27,"Turdus merula","Eurasian Blackbird",0.9696,"20230601_205400","1"
"59988",39,42,"Erithacus rubecula","European Robin",0.8102,"20230602_043600","1"
"59991",54,57,"Erithacus rubecula","European Robin",0.8185,"20230602_043600","1"
"60125",3,6,"Troglodytes troglodytes","Eurasian Wren",0.8453,"20230602_064800","1"
"60130",57,60,"Troglodytes troglodytes","Eurasian Wren",0.8886,"20230602_064800","1"
"60194",27,30,"Troglodytes troglodytes","Eurasian Wren",0.86,"20230602_080600","1"
"60196",39,42,"Troglodytes troglodytes","Eurasian Wren",0.988,"20230602_080600","1"
"60197",42,45,"Troglodytes troglodytes","Eurasian Wren",0.8518,"20230602_080600","1"
"60199",51,54,"Troglodytes troglodytes","Eurasian Wren",0.9817,"20230602_080600","1"
"60200",54,57,"Troglodytes troglodytes","Eurasian Wren",0.9296,"20230602_080600","1"
"60205",27,30,"Troglodytes troglodytes","Eurasian Wren",0.8462,"20230602_081200","1"
"60207",36,39,"Troglodytes troglodytes","Eurasian Wren",0.8689,"20230602_081200","1"
"60231",33,36,"Troglodytes troglodytes","Eurasian Wren",0.8454,"20230602_082400","1"
"60232",36,39,"Troglodytes troglodytes","Eurasian Wren",0.8881,"20230602_082400","1"
"60235",45,48,"Troglodytes troglodytes","Eurasian Wren",0.894,"20230602_082400","1"
"60243",18,21,"Erithacus rubecula","European Robin",0.8663,"20230602_083000","1"
"60246",33,36,"Erithacus rubecula","European Robin",0.9025,"20230602_083000","1"
"60256",45,48,"Troglodytes troglodytes","Eurasian Wren",0.9223,"20230602_083600","1"
"60259",57,60,"Troglodytes troglodytes","Eurasian Wren",0.86,"20230602_083600","1"
"60275",36,39,"Erithacus rubecula","European Robin",0.8771,"20230602_084200","1"
"60282",3,6,"Troglodytes troglodytes","Eurasian Wren",0.9729,"20230602_084800","1"
"60285",12,15,"Troglodytes troglodytes","Eurasian Wren",0.9896,"20230602_084800","1"
"60286",15,18,"Troglodytes troglodytes","Eurasian Wren",0.9889,"20230602_084800","1"
"60289",36,39,"Troglodytes troglodytes","Eurasian Wren",0.9481,"20230602_084800","1"
"60292",57,60,"Troglodytes troglodytes","Eurasian Wren",0.8768,"20230602_084800","1"
"60294",3,6,"Troglodytes troglodytes","Eurasian Wren",0.9518,"20230602_085400","1"
"60297",15,18,"Troglodytes troglodytes","Eurasian Wren",0.9393,"20230602_085400","1"
"60298",18,21,"Troglodytes troglodytes","Eurasian Wren",0.9489,"20230602_085400","1"
"60300",30,33,"Troglodytes troglodytes","Eurasian Wren",0.8859,"20230602_085400","1"
"60302",51,54,"Troglodytes troglodytes","Eurasian Wren",0.8978,"20230602_085400","1"
"60303",54,57,"Troglodytes troglodytes","Eurasian Wren",0.9539,"20230602_085400","1"
"60306",15,18,"Troglodytes troglodytes","Eurasian Wren",0.8592,"20230602_090000","1"
"60314",9,12,"Troglodytes troglodytes","Eurasian Wren",0.8986,"20230602_090600","1"
"60318",48,51,"Troglodytes troglodytes","Eurasian Wren",0.8615,"20230602_090600","1"
